Date,Open,High,Low,Close,Adj Close,Volume
2020-03-24,16915.000000,16915.000000,16149.000000,16504.800781,16504.800781,0
2020-03-25,16220.000000,16493.000000,15701.000000,16216.500000,16216.500000,0
2020-03-26,16201.000000,16449.199219,15959.500000,16447.699219,16447.699219,0
2020-03-27,16208.700195,16355.000000,14944.500000,16218.599609,16218.599609,0
2020-03-30,15739.599609,16439.500000,15739.599609,16005.299805,16005.299805,0
2020-03-31,16408.000000,16474.500000,16034.500000,16347.000000,16347.000000,0
2020-04-01,16395.500000,17178.000000,16273.000000,16277.900391,16277.900391,0
2020-04-02,17144.000000,17144.000000,16399.500000,16412.800781,16412.800781,0
2020-04-03,16820.000000,16849.000000,16440.900391,16441.300781,16441.300781,0
2020-04-06,16373.599609,16785.000000,16352.000000,16418.000000,16418.000000,0
2020-04-07,16633.500000,16633.500000,15969.500000,16364.599609,16364.599609,0
2020-04-08,16225.000000,16349.500000,16054.500000,16225.000000,16225.000000,0
2020-04-09,16241.000000,16241.000000,15710.299805,16159.400391,16159.400391,0
2020-04-10,15835.000000,15835.000000,15587.200195,15812.000000,15812.000000,0
2020-04-13,15801.000000,15854.000000,15610.500000,15800.000000,15800.000000,0
2020-04-14,15766.000000,15778.000000,15351.500000,15751.000000,15751.000000,0
2020-04-15,15747.500000,15793.000000,15568.000000,15578.299805,15578.299805,0
2020-04-16,15881.000000,15881.000000,15319.500000,15887.500000,15887.500000,0
2020-04-17,15821.000000,15821.000000,15383.200195,15568.299805,15568.299805,0
2020-04-20,15172.599609,15662.000000,15172.299805,15423.000000,15423.000000,0
2020-04-21,15712.000000,15712.000000,15375.500000,15377.099609,15377.099609,0
2020-04-22,15875.500000,15875.500000,15388.200195,15394.700195,15394.700195,0
2020-04-23,15770.500000,15770.500000,15416.700195,15408.599609,15408.599609,0
2020-04-24,15660.500000,15784.500000,15398.700195,15665.000000,15665.000000,0
2020-04-27,15348.299805,15584.000000,15348.299805,15348.700195,15348.700195,0
2020-04-28,15637.000000,15637.000000,15299.099609,15312.400391,15312.400391,0
2020-04-29,15497.799805,15497.799805,15180.299805,15364.599609,15364.599609,0
2020-04-30,15237.799805,15241.599609,14399.000000,15234.599609,15234.599609,0
2020-05-01,15252.799805,15446.000000,14535.099609,15249.000000,15249.000000,0
2020-05-04,14841.500000,15236.000000,14841.500000,14671.000000,14671.000000,0
2020-05-05,15043.000000,15293.000000,14989.900391,15044.000000,15044.000000,0
2020-05-06,15332.799805,15332.799805,15026.500000,15335.000000,15335.000000,0
2020-05-07,15430.000000,15430.000000,14993.799805,14998.299805,14998.299805,0
2020-05-08,15227.000000,15227.000000,14880.500000,15227.000000,15227.000000,0
2020-05-11,14899.799805,14980.000000,14868.500000,14721.400391,14721.400391,0
2020-05-12,15057.500000,15057.500000,14773.000000,14848.700195,14848.700195,0
2020-05-13,14997.799805,14997.799805,14777.000000,14994.000000,14994.000000,0
2020-05-14,14962.000000,14973.000000,14824.200195,14846.900391,14846.900391,0
2020-05-15,15027.000000,15027.000000,14814.400391,14810.099609,14810.099609,0
2020-05-18,14853.000000,14912.500000,14799.299805,14853.000000,14853.000000,0
2020-05-19,14885.500000,14885.500000,14749.299805,14878.000000,14878.000000,0
2020-05-20,14855.500000,14855.500000,14682.000000,14748.400391,14748.400391,0
2020-05-21,14773.500000,14773.500000,14671.500000,14771.000000,14771.000000,0
2020-05-22,14828.500000,14924.000000,14685.000000,14826.000000,14826.000000,0
2020-05-25,14655.000000,14875.000000,14502.700195,14703.000000,14703.000000,0
2020-05-26,15008.500000,15008.500000,14496.700195,14501.799805,14501.799805,0
2020-05-27,14842.500000,14842.500000,14680.000000,14850.000000,14850.000000,0
2020-05-28,14786.299805,14815.299805,14633.400391,14888.500000,14888.500000,0
2020-05-29,14817.500000,14882.200195,14507.000000,14825.000000,14825.000000,0
2020-06-01,14540.700195,14603.000000,14435.500000,14603.000000,14603.000000,0
2020-06-02,14570.000000,14603.000000,14334.000000,14573.500000,14573.500000,0
2020-06-03,14375.099609,14375.099609,14082.000000,14343.799805,14343.799805,0
2020-06-04,14130.000000,14194.299805,14043.400391,14130.000000,14130.000000,0
2020-06-05,14170.000000,14170.000000,13888.000000,14085.400391,14085.400391,0
2020-06-08,13810.299805,14034.000000,13804.799805,13863.000000,13863.000000,0
2020-06-09,14071.000000,14123.799805,13835.700195,14070.799805,14070.799805,0
2020-06-10,14249.200195,14249.200195,13852.900391,13852.099609,13852.099609,0
2020-06-11,14220.000000,14249.500000,13944.599609,13947.400391,13947.400391,0
2020-06-12,14475.000000,14475.000000,13947.599609,14475.000000,14475.000000,0
2020-06-15,14045.799805,14312.700195,13976.299805,14118.000000,14118.000000,0
2020-06-16,13987.900391,14235.700195,13983.299805,13988.099609,13988.099609,0
2020-06-17,14021.700195,14243.400391,14013.900391,14275.000000,14275.000000,0
2020-06-18,14087.000000,14243.099609,14047.599609,14102.700195,14102.700195,0
2020-06-19,14001.000000,14250.299805,14000.799805,13997.700195,13997.700195,0
2020-06-22,14055.599609,14301.500000,14045.900391,14093.000000,14093.000000,0
2020-06-23,14079.200195,14267.900391,14020.599609,14080.099609,14080.099609,0
2020-06-24,14250.700195,14250.700195,14080.000000,14113.200195,14113.200195,0
2020-06-25,14190.099609,14288.099609,14102.700195,14289.299805,14289.299805,0
2020-06-26,14098.200195,14364.599609,14098.200195,14376.200195,14376.200195,0
2020-06-29,14137.500000,14397.099609,14132.799805,14213.000000,14213.000000,0
2020-06-30,14149.700195,14593.500000,14149.700195,14470.200195,14470.200195,0
2020-07-01,14604.200195,14604.200195,14148.200195,14194.099609,14194.099609,0
2020-07-02,14591.400391,14591.400391,14187.900391,14187.900391,14187.900391,0
2020-07-03,14626.400391,14626.400391,14298.299805,14298.799805,14298.799805,0
2020-07-06,14288.599609,14526.299805,14266.799805,14503.000000,14503.000000,0
2020-07-07,14207.000000,14483.000000,14182.500000,14206.500000,14206.500000,0
2020-07-08,14483.500000,14483.500000,14234.599609,14483.500000,14483.500000,0
2020-07-09,14498.700195,14523.000000,14341.700195,14349.599609,14349.599609,0
2020-07-10,14545.700195,14545.700195,14314.500000,14545.700195,14545.700195,0
2020-07-13,14208.799805,14493.000000,14205.000000,14428.000000,14428.000000,0
2020-07-14,14584.700195,14614.200195,14348.000000,14584.000000,14584.000000,0
2020-07-15,14364.599609,14605.799805,14345.400391,14715.400391,14715.400391,0
2020-07-16,14588.099609,14674.500000,14560.000000,14561.200195,14561.200195,0
2020-07-17,14830.000000,14830.000000,14546.400391,14552.200195,14552.200195,0
2020-07-20,14610.900391,14884.700195,14610.900391,14688.000000,14688.000000,0
2020-07-21,14950.000000,14950.000000,14680.200195,14949.299805,14949.299805,0
2020-07-22,14754.200195,14754.200195,14553.599609,14626.900391,14626.900391,0
2020-07-23,14704.200195,14704.200195,14538.000000,14630.000000,14630.000000,0
2020-07-24,14700.000000,14700.000000,14549.000000,14578.900391,14578.900391,0
2020-07-27,14527.700195,14629.599609,14461.400391,14603.000000,14603.000000,0
2020-07-28,14465.700195,14605.599609,14459.099609,14614.500000,14614.500000,0
2020-07-29,14480.200195,14663.900391,14473.299805,14633.500000,14633.500000,0
2020-07-30,14457.799805,14733.700195,14457.799805,14458.299805,14458.299805,0
2020-07-31,14485.700195,14737.099609,14470.900391,14486.700195,14486.700195,0
2020-08-03,14591.500000,14727.400391,14584.599609,14593.000000,14593.000000,0
2020-08-04,14540.700195,14776.500000,14539.799805,14540.900391,14540.900391,0
2020-08-05,14720.000000,14720.000000,14465.599609,14720.000000,14720.000000,0
2020-08-06,14574.200195,14626.000000,14296.500000,14307.599609,14307.599609,0
2020-08-07,14639.400391,14731.099609,14566.200195,14568.500000,14568.500000,0
2020-08-10,14481.099609,14761.599609,14467.599609,14618.000000,14618.000000,0
2020-08-11,14593.599609,14768.599609,14593.599609,14823.799805,14823.799805,0
2020-08-12,14618.000000,14833.500000,14613.599609,14858.500000,14858.500000,0
2020-08-13,14953.599609,14953.599609,14670.900391,14670.799805,14670.799805,0
2020-08-14,14948.500000,14954.599609,14674.200195,14673.500000,14673.500000,0
2020-08-17,14550.799805,14917.000000,14549.799805,14788.000000,14788.000000,0
2020-08-18,14971.099609,14971.099609,14701.599609,14969.400391,14969.400391,0
2020-08-19,14597.000000,14838.000000,14592.700195,14598.099609,14598.099609,0
2020-08-20,14693.599609,14789.299805,14681.500000,14694.200195,14694.200195,0
2020-08-21,14541.799805,14793.400391,14533.900391,14543.400391,14543.400391,0
2020-08-24,14576.500000,14800.299805,14576.500000,14764.000000,14764.000000,0
2020-08-25,14523.599609,14664.000000,14518.099609,14629.400391,14629.400391,0
2020-08-26,14607.700195,14686.000000,14435.200195,14607.700195,14607.700195,0
2020-08-27,14643.599609,14729.099609,14446.400391,14447.400391,14447.400391,0
2020-08-28,14735.599609,14735.599609,14446.400391,14446.000000,14446.000000,0
2020-08-31,14419.400391,14626.799805,14412.599609,14618.000000,14618.000000,0
2020-09-01,14599.700195,14723.700195,14337.099609,14599.700195,14599.700195,0
2020-09-02,14454.000000,14884.000000,14454.000000,14818.599609,14818.599609,0
2020-09-03,14895.000000,14895.000000,14569.299805,14565.099609,14565.099609,0
2020-09-04,14854.500000,14854.500000,14536.599609,14546.000000,14546.000000,0
2020-09-07,14752.200195,14791.299805,14706.000000,14741.000000,14741.000000,0
2020-09-08,14795.000000,14878.000000,14543.299805,14795.000000,14795.000000,0
2020-09-09,14915.200195,14915.200195,14760.000000,14915.200195,14915.200195,0
2020-09-10,14869.700195,14994.700195,14761.700195,14874.200195,14874.200195,0
2020-09-11,15040.200195,15045.299805,14871.000000,14857.500000,14857.500000,0
2020-09-14,14861.000000,15035.000000,14858.599609,14883.000000,14883.000000,0
2020-09-15,14979.000000,15010.500000,14799.599609,14983.500000,14983.500000,0
2020-09-16,14865.099609,14881.200195,14783.000000,14869.599609,14869.599609,0
2020-09-17,14850.500000,14887.000000,14722.599609,14812.599609,14812.599609,0
2020-09-18,14795.500000,14816.299805,14679.599609,14788.000000,14788.000000,0
2020-09-21,14715.400391,14829.500000,14573.099609,14728.000000,14728.000000,0
2020-09-22,14834.700195,14859.000000,14694.799805,14839.200195,14839.200195,0
2020-09-23,14829.700195,14899.900391,14740.599609,14742.599609,14742.599609,0
2020-09-24,14955.500000,15041.500000,14660.599609,14804.000000,14804.000000,0
2020-09-25,15019.799805,15019.799805,14841.400391,14839.599609,14839.599609,0
2020-09-28,14832.000000,14980.599609,14816.299805,14863.000000,14863.000000,0
2020-09-29,14889.099609,14989.000000,14848.900391,14893.599609,14893.599609,0
2020-09-30,14905.500000,14972.799805,14809.700195,14910.000000,14910.000000,0
2020-10-01,14857.000000,14897.900391,14709.500000,14879.000000,14879.000000,0
2020-10-02,14870.500000,14933.500000,14817.000000,14817.599609,14817.599609,0
2020-10-05,14829.900391,14853.000000,14672.400391,14853.000000,14853.000000,0
2020-10-06,14705.000000,14773.500000,14675.500000,14780.200195,14780.200195,0
2020-10-07,14780.500000,14846.500000,14709.000000,14773.000000,14773.000000,0
2020-10-08,14727.500000,14764.000000,14692.500000,14715.500000,14715.500000,0
2020-10-09,14759.200195,14759.200195,14619.900391,14677.000000,14677.000000,0
2020-10-12,14683.500000,14751.500000,14681.599609,14693.000000,14693.000000,0
2020-10-13,14775.000000,14787.799805,14484.299805,14485.000000,14485.000000,0
2020-10-14,14790.000000,14790.000000,14664.700195,14793.000000,14793.000000,0
2020-10-15,14775.000000,14775.000000,14775.000000,14775.000000,14775.000000,0
