Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,15357.099609,15357.099609,15357.099609,15357.099609,15357.099609,0
2020-01-02,15357.099609,15570.000000,15304.599609,15357.099609,15357.099609,0
2020-01-03,15304.599609,15570.000000,15268.599609,15510.000000,15510.000000,0
2020-01-06,15268.599609,15550.000000,15268.599609,15550.000000,15550.000000,0
2020-01-07,15387.400391,15387.400391,15284.700195,15550.000000,15550.000000,0
2020-01-08,15284.700195,15460.000000,15228.700195,15460.000000,15460.000000,0
2020-01-09,15228.700195,15432.000000,15150.099609,15432.000000,15432.000000,0
2020-01-10,15150.099609,15360.000000,15036.900391,15360.000000,15360.000000,0
2020-01-13,15036.900391,15036.900391,14969.500000,15036.900391,15036.900391,0
2020-01-14,14969.500000,14985.299805,14969.500000,15217.000000,15217.000000,0
2020-01-15,14985.299805,15209.000000,14985.299805,15209.000000,15209.000000,0
2020-01-16,15003.900391,15239.000000,14979.599609,15239.000000,15239.000000,0
2020-01-17,14979.599609,14979.599609,14924.900391,15167.000000,15167.000000,0
2020-01-20,14924.900391,14924.900391,14882.700195,14924.900391,14924.900391,0
2020-01-21,14882.700195,15167.000000,14882.700195,14882.700195,14882.700195,0
2020-01-22,14937.500000,15138.000000,14886.500000,15138.000000,15138.000000,0
2020-01-23,14886.500000,14886.500000,14886.400391,15118.000000,15118.000000,0
2020-01-24,14886.400391,15118.000000,14748.099609,15045.000000,15045.000000,0
2020-01-27,14748.099609,14769.000000,14560.000000,15118.000000,15118.000000,0
2020-01-28,14769.000000,14785.799805,14769.000000,14560.000000,14560.000000,0
2020-01-29,14785.799805,14979.000000,14762.400391,14995.000000,14995.000000,0
2020-01-30,14762.400391,14811.000000,14762.400391,14994.000000,14994.000000,0
2020-01-31,14811.000000,15049.000000,14811.000000,15049.000000,15049.000000,0
2020-02-03,14841.400391,14972.599609,14841.400391,15125.000000,15125.000000,0
2020-02-04,14972.599609,15125.000000,14925.200195,14972.599609,14972.599609,0
2020-02-05,14925.200195,15134.000000,14842.200195,15134.000000,15134.000000,0
2020-02-06,14842.200195,14842.200195,14752.500000,15035.000000,15035.000000,0
2020-02-07,14752.500000,14970.000000,14746.700195,14752.500000,14752.500000,0
2020-02-10,14746.700195,14970.000000,14746.700195,14970.000000,14970.000000,0
2020-02-11,14765.599609,14765.599609,14682.099609,14940.000000,14940.000000,0
2020-02-12,14682.099609,14682.099609,14675.900391,14912.000000,14912.000000,0
2020-02-13,14675.900391,14675.900391,14623.500000,14675.900391,14675.900391,0
2020-02-14,14623.500000,14623.500000,14589.900391,14829.000000,14829.000000,0
2020-02-17,14589.900391,14818.000000,14568.200195,14818.000000,14818.000000,0
2020-02-18,14568.200195,14568.200195,14561.900391,14791.000000,14791.000000,0
2020-02-19,14561.900391,14743.000000,14541.000000,14743.000000,14743.000000,0
2020-02-20,14541.000000,14767.000000,14541.000000,14767.000000,14767.000000,0
2020-02-21,14569.700195,14784.000000,14569.700195,14784.000000,14784.000000,0
2020-02-24,14644.700195,14938.000000,14644.700195,14938.000000,14938.000000,0
2020-02-25,14778.599609,15074.000000,14778.599609,15062.000000,15062.000000,0
2020-02-26,14814.599609,15074.000000,14814.599609,15074.000000,15074.000000,0
2020-02-27,14934.700195,15165.000000,14934.700195,15165.000000,15165.000000,0
2020-02-28,15131.799805,15543.099609,15131.799805,15408.000000,15408.000000,0
2020-03-02,15543.099609,15631.000000,15543.099609,15408.000000,15408.000000,0
2020-03-03,15631.000000,15642.099609,15630.099609,15918.400391,15918.400391,0
2020-03-04,15642.099609,15642.099609,1570.000000,15953.700195,15953.700195,0
2020-03-05,15504.700195,15616.700195,15504.700195,15700.200195,15700.200195,0
2020-03-06,15616.700195,15896.299805,15616.700195,1570.000000,1570.000000,0
2020-03-09,15896.299805,16213.400391,15896.299805,16085.000000,16085.000000,0
2020-03-10,16213.400391,16213.400391,16067.000000,16085.000000,16085.000000,0
2020-03-11,16067.000000,16067.000000,16029.400391,16202.000000,16202.000000,0
2020-03-12,16029.400391,16088.099609,16029.400391,16029.400391,16029.400391,0
2020-03-13,16088.099609,16246.200195,16088.099609,16222.000000,16222.000000,0
2020-03-16,16246.200195,16465.699219,16246.200195,16310.000000,16310.000000,0
2020-03-17,16465.699219,16476.400391,16465.699219,16595.000000,16595.000000,0
2020-03-18,16476.400391,16630.000000,16474.599609,16476.400391,16476.400391,0
2020-03-19,16474.599609,16875.500000,16425.000000,16425.000000,16425.000000,0
2020-03-20,16875.500000,16960.000000,16826.699219,16960.000000,16960.000000,0
2020-03-23,16826.699219,17481.300781,16826.699219,16970.000000,16970.000000,0
2020-03-24,17481.300781,17696.300781,17481.300781,17765.000000,17765.000000,0
2020-03-25,17696.300781,17696.300781,17607.699219,17745.000000,17745.000000,0
2020-03-26,17607.699219,17905.000000,17607.699219,17905.000000,17905.000000,0
2020-03-27,17640.000000,17640.000000,17533.900391,17925.000000,17925.000000,0
2020-03-30,17533.900391,17875.000000,17533.900391,17533.900391,17533.900391,0
2020-03-31,17852.000000,18029.000000,17627.800781,18029.000000,18029.000000,0
2020-04-01,17627.800781,17771.599609,17627.800781,17955.000000,17955.000000,0
2020-04-02,17771.599609,17972.000000,17760.000000,17972.000000,17972.000000,0
2020-04-03,17760.000000,17830.000000,17510.699219,17830.000000,17830.000000,0
2020-04-06,17510.699219,17670.000000,17496.199219,17695.000000,17695.000000,0
2020-04-07,17496.199219,17670.000000,17365.400391,17670.000000,17670.000000,0
2020-04-08,17365.400391,17365.400391,17355.000000,17585.000000,17585.000000,0
2020-04-09,17355.000000,17355.000000,16950.000000,17550.000000,17550.000000,0
2020-04-10,16950.000000,16950.000000,16950.000000,17275.000000,17275.000000,0
2020-04-13,16950.000000,17274.000000,16950.000000,17274.000000,17274.000000,0
2020-04-14,16950.000000,17055.000000,16874.800781,17055.000000,17055.000000,0
2020-04-15,16874.800781,17116.000000,16746.699219,17116.000000,17116.000000,0
2020-04-16,16746.699219,16975.000000,16746.699219,16975.000000,16975.000000,0
2020-04-17,16785.300781,16915.000000,16490.000000,16915.000000,16915.000000,0
2020-04-20,16490.000000,16513.400391,16490.000000,16490.000000,16490.000000,0
2020-04-21,16513.400391,16705.000000,16511.699219,16705.000000,16705.000000,0
2020-04-22,16511.699219,16565.199219,16511.699219,16712.000000,16712.000000,0
2020-04-23,16565.199219,16665.000000,16364.500000,16665.000000,16665.000000,0
2020-04-24,16364.500000,16595.000000,16364.500000,16595.000000,16595.000000,0
2020-04-27,16379.299805,16608.000000,16379.299805,16608.000000,16608.000000,0
2020-04-28,16465.800781,16553.400391,16465.800781,16575.000000,16575.000000,0
2020-04-29,16553.400391,16575.000000,16366.099609,16640.000000,16640.000000,0
2020-04-30,16366.099609,16366.099609,15947.099609,16573.000000,16573.000000,0
2020-05-01,15947.099609,16220.000000,15947.099609,16573.000000,16573.000000,0
2020-05-04,15947.099609,16276.599609,15947.099609,16269.000000,16269.000000,0
2020-05-05,16276.599609,16276.599609,16113.500000,16406.000000,16406.000000,0
2020-05-06,16113.500000,16113.500000,16023.299805,16292.000000,16292.000000,0
2020-05-07,16023.299805,16195.000000,16006.400391,16195.000000,16195.000000,0
2020-05-08,16006.400391,16195.000000,15948.299805,16195.000000,16195.000000,0
2020-05-11,15948.299805,16195.000000,15884.799805,16150.000000,16150.000000,0
2020-05-12,15884.799805,16050.000000,15884.799805,16050.000000,16050.000000,0
2020-05-13,15919.299805,15921.200195,15919.299805,16165.000000,16165.000000,0
2020-05-14,15921.200195,16065.000000,15833.099609,16065.000000,16065.000000,0
2020-05-15,15833.099609,15834.299805,15833.099609,16005.000000,16005.000000,0
2020-05-18,15834.299805,15834.299805,15825.299805,16028.000000,16028.000000,0
2020-05-19,15825.299805,16175.000000,15825.299805,16028.000000,16028.000000,0
2020-05-20,15970.299805,16115.000000,15882.900391,16115.000000,16115.000000,0
2020-05-21,15882.900391,16120.000000,15882.900391,16120.000000,16120.000000,0
2020-05-22,15929.200195,16085.000000,15808.700195,16085.000000,16085.000000,0
2020-05-25,15808.700195,15808.700195,15804.500000,15985.000000,15985.000000,0
2020-05-26,15804.500000,16085.000000,15804.500000,15804.500000,15804.500000,0
2020-05-27,15932.299805,15974.900391,15932.299805,16182.000000,16182.000000,0
2020-05-28,15974.900391,15974.900391,15966.799805,16120.000000,16120.000000,0
2020-05-29,15966.799805,16260.000000,15966.799805,16260.000000,16260.000000,0
2020-06-01,16031.700195,16170.000000,15996.000000,16170.000000,16170.000000,0
2020-06-02,15996.000000,16170.000000,15869.500000,16215.000000,16215.000000,0
2020-06-03,15869.500000,16045.000000,15556.500000,16045.000000,16045.000000,0
2020-06-04,15556.500000,15778.000000,15556.500000,15778.000000,15778.000000,0
